dish_id,ingredients_json,n_ingredients,cook_method,total_grams,calories_approx,protein_g_approx
koeksister,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""honey"", ""grams"": 100}, {""name"": ""vegetable_oil"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vanilla"", ""grams"": 5}]",8,deep_fry,607.0,1250,15.0
scallion_bread,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 15}]",5,bake,433.0,850,15.0
panettone,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""milk"", ""grams"": 50}, {""name"": ""vanilla"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",7,bake,727.0,2800,45.0
manda_roti,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 5}]",3,grill,247.0,520,16.0
eru,"[{""name"": ""spinach"", ""grams"": 100}, {""name"": ""palm_oil"", ""grams"": 20}, {""name"": ""shrimp"", ""grams"": 40}, {""name"": ""fish"", ""grams"": 50}, {""name"": ""beef"", ""grams"": 60}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 2}]",7,boil,302.0,320,28.0
pao_alentejano,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 5}]",2,bake,505.0,1100,30.0
kulikuli,"[{""name"": ""peanut"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 10}]",4,deep_fry,127.0,650,25.0
kelewele,"[{""name"": ""banana"", ""grams"": 200}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 30}]",6,deep_fry,252.0,380,2.0
kibbeh_nayyeh,"[{""name"": ""lamb"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""wheat_flour"", ""grams"": 30}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""cumin"", ""grams"": 2}]",7,no_cook,302.0,380,28.0
kashk_bademjan,"[{""name"": ""eggplant"", ""grams"": 200}, {""name"": ""yogurt"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""walnut"", ""grams"": 20}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 1}]",8,saute,399.0,180,8.0
pumpernickel,"[{""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 10}]",3,bake,420.0,900,25.0
harira,"[{""name"": ""lentil"", ""grams"": 80}, {""name"": ""chickpea"", ""grams"": 60}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""celery"", ""grams"": 40}, {""name"": ""lemon"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""coriander"", ""grams"": 10}, {""name"": ""cumin"", ""grams"": 5}, {""name"": ""turmeric"", ""grams"": 3}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",12,boil,435.0,320,22.0
roti_buaya,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""salt"", ""grams"": 2}]",6,bake,397.0,980,22.0
cordon_bleu,"[{""name"": ""chicken"", ""grams"": 150}, {""name"": ""cheese"", ""grams"": 40}, {""name"": ""wheat_flour"", ""grams"": 15}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""bread"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",8,fry,333.0,520,42.0
parotta,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}]",4,fry,385.0,520,18.0
rieska,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 2}]",2,bake,182.0,350,10.0
lablabi,"[{""name"": ""chickpea"", ""grams"": 150}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""cumin"", ""grams"": 5}, {""name"": ""bread"", ""grams"": 80}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""lemon"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 3}]",7,boil,283.0,420,18.0
pumpkin_bread,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 60}, {""name"": ""honey"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vanilla"", ""grams"": 5}]",7,bake,582.0,1450,22.0
figolla,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""vanilla"", ""grams"": 5}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""lemon"", ""grams"": 10}, {""name"": ""almond"", ""grams"": 120}, {""name"": ""egg"", ""grams"": 30}]",8,bake,595.0,1850,35.0
ghapama,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""apple"", ""grams"": 80}, {""name"": ""honey"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""walnut"", ""grams"": 40}]",5,bake,775.0,650,12.0
mulukhiyah,"[{""name"": ""spinach"", ""grams"": 200}, {""name"": ""garlic"", ""grams"": 20}, {""name"": ""coriander"", ""grams"": 15}, {""name"": ""chicken"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""lemon"", ""grams"": 30}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",9,boil,492.0,320,28.0
kedjenou,"[{""name"": ""chicken"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 100}, {""name"": ""tomato"", ""grams"": 150}, {""name"": ""eggplant"", ""grams"": 100}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 3}, {""name"": ""vegetable_oil"", ""grams"": 20}]",9,braise,603.0,550,35.0
stuffed_crust_pizza,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""tomato_sauce"", ""grams"": 80}, {""name"": ""mozzarella"", ""grams"": 150}, {""name"": ""cheese"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""olive_oil"", ""grams"": 15}]",6,bake,507.0,850,35.0
sakhu_sai_mu,"[{""name"": ""pork"", ""grams"": 70}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}]",6,steam,200.0,320,18.0
peg_bread,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""butter"", ""grams"": 15}]",4,bake,353.0,750,12.0
scaccia,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""cheese"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 80}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""eggplant"", ""grams"": 120}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}]",7,bake,625.0,850,28.0
proja,"[{""name"": ""corn"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""vegetable_oil"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}]",4,bake,285.0,850,12.0
stuffed_pizza,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""tomato_sauce"", ""grams"": 100}, {""name"": ""mozzarella"", ""grams"": 150}, {""name"": ""mushroom"", ""grams"": 70}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}]",7,bake,673.0,850,35.0
walnut_stuffed_figs,"[{""name"": ""walnut"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 20}]",4,bake,350.0,420,8.0
paanga_brei,"[{""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""cheese"", ""grams"": 60}, {""name"": ""tomato"", ""grams"": 40}, {""name"": ""pepper"", ""grams"": 20}, {""name"": ""vegetable_oil"", ""grams"": 15}]",5,fry,225.0,420,18.0
badrijani,"[{""name"": ""eggplant"", ""grams"": 200}, {""name"": ""walnut"", ""grams"": 80}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""coriander"", ""grams"": 5}, {""name"": ""cumin"", ""grams"": 3}, {""name"": ""chili"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}]",8,fry,353.0,420,12.0
tufahije,"[{""name"": ""apple"", ""grams"": 200}, {""name"": ""walnut"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""lemon"", ""grams"": 10}]",4,boil,490.0,420,5.0
roti_bolen,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""banana"", ""grams"": 120}, {""name"": ""cheese"", ""grams"": 80}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 2}]",6,bake,532.0,980,18.0
mesfouf,"[{""name"": ""chickpea"", ""grams"": 80}, {""name"": ""lentil"", ""grams"": 60}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""olive_oil"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""honey"", ""grams"": 15}]",6,boil,215.0,420,18.0
calzone,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""cheese"", ""grams"": 100}, {""name"": ""tomato_sauce"", ""grams"": 80}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""sausage"", ""grams"": 80}]",8,bake,492.0,650,32.0
pizza_snack_rolls,"[{""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""tomato_sauce"", ""grams"": 50}, {""name"": ""cheese"", ""grams"": 40}, {""name"": ""pepper"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""mushroom"", ""grams"": 25}, {""name"": ""sausage"", ""grams"": 35}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 15}]",9,bake,277.0,420,18.0
ch_gi,"[{""name"": ""ground_beef"", ""grams"": 100}, {""name"": ""carrot"", ""grams"": 40}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""rice_noodle"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""wheat_flour"", ""grams"": 20}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",10,deep_fry,298.0,420,22.0
escabeche,"[{""name"": ""fish"", ""grams"": 150}, {""name"": ""vinegar"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 60}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""carrot"", ""grams"": 50}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}]",8,braise,345.0,320,28.0
tortelloni,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""cheese"", ""grams"": 60}, {""name"": ""spinach"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""parmesan"", ""grams"": 15}]",9,boil,283.0,420,22.0
arsik,"[{""name"": ""fish"", ""grams"": 200}, {""name"": ""chili"", ""grams"": 20}, {""name"": ""turmeric"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""lemon"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}]",8,braise,345.0,320,28.0
solomon_gundy,"[{""name"": ""fish"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 60}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""lime"", ""grams"": 20}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}]",7,smoke,245.0,280,22.0
tihlo,"[{""name"": ""ground_beef"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato_sauce"", ""grams"": 80}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""vegetable_oil"", ""grams"": 20}]",6,boil,420.0,550,28.0
casunziei,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""spinach"", ""grams"": 80}, {""name"": ""cheese"", ""grams"": 60}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",7,boil,313.0,420,18.0
stamp_and_go,"[{""name"": ""cod"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""tomato"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",8,deep_fry,288.0,420,28.0
salo,"[{""name"": ""pork"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 30}, {""name"": ""black_pepper"", ""grams"": 5}]",3,no_cook,235.0,1500,15.0
casoncelli,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""ground_beef"", ""grams"": 80}, {""name"": ""bread"", ""grams"": 30}, {""name"": ""parmesan"", ""grams"": 25}, {""name"": ""sausage"", ""grams"": 60}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}]",8,boil,362.0,520,32.0
bulla_cake,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""butter"", ""grams"": 60}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""vanilla"", ""grams"": 5}, {""name"": ""milk"", ""grams"": 40}, {""name"": ""salt"", ""grams"": 2}]",8,bake,397.0,420,8.0
bnh_l,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""pork"", ""grams"": 80}, {""name"": ""shrimp"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""banana"", ""grams"": 25}]",8,steam,300.0,420,28.0
zrazy,"[{""name"": ""beef"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""mushroom"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""potato"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 15}]",8,braise,378.0,420,32.0
taro_dumpling,"[{""name"": ""potato"", ""grams"": 200}, {""name"": ""ground_beef"", ""grams"": 100}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",9,deep_fry,350.0,420,18.0
gyeranmari,"[{""name"": ""egg"", ""grams"": 100}, {""name"": ""carrot"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",6,fry,158.0,180,12.0
ukha,"[{""name"": ""fish"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""carrot"", ""grams"": 40}, {""name"": ""potato"", ""grams"": 100}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 5}]",6,boil,407.0,280,28.0
barbajuan,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""spinach"", ""grams"": 80}, {""name"": ""rice"", ""grams"": 60}, {""name"": ""cheese"", ""grams"": 70}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",9,deep_fry,452.0,580,18.0
toto,"[{""name"": ""coconut"", ""grams"": 80}, {""name"": ""sugar"", ""grams"": 60}, {""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""coconut_milk"", ""grams"": 120}, {""name"": ""butter"", ""grams"": 40}]",5,bake,400.0,520,7.0
poornalu,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 60}, {""name"": ""cashew"", ""grams"": 20}, {""name"": ""almond"", ""grams"": 15}, {""name"": ""walnut"", ""grams"": 10}, {""name"": ""coconut"", ""grams"": 15}, {""name"": ""vegetable_oil"", ""grams"": 30}]",7,deep_fry,250.0,520,8.0
varenye,"[{""name"": ""apple"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 150}, {""name"": ""honey"", ""grams"": 50}, {""name"": ""lemon"", ""grams"": 20}]",4,boil,420.0,850,1.0
mimosa_salad,"[{""name"": ""cheese"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""tuna"", ""grams"": 120}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""mayonnaise"", ""grams"": 80}]",5,no_cook,450.0,680,42.0
tortellini,"[{""name"": ""pasta_dry"", ""grams"": 100}, {""name"": ""ground_beef"", ""grams"": 50}, {""name"": ""parmesan"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""chicken"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""carrot"", ""grams"": 20}, {""name"": ""celery"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",10,boil,458.0,580,38.0
olivier_salad,"[{""name"": ""potato"", ""grams"": 100}, {""name"": ""carrot"", ""grams"": 50}, {""name"": ""cucumber"", ""grams"": 50}, {""name"": ""chicken"", ""grams"": 60}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""pepper"", ""grams"": 1}, {""name"": ""mustard"", ""grams"": 5}, {""name"": ""mayonnaise"", ""grams"": 40}]",9,boil,358.0,420,22.0
pozharsky_cutlet,"[{""name"": ""chicken"", ""grams"": 200}, {""name"": ""bread"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""milk"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 25}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""wheat_flour"", ""grams"": 15}, {""name"": ""vegetable_oil"", ""grams"": 20}]",10,fry,393.0,520,32.0
carimaola,"[{""name"": ""potato"", ""grams"": 200}, {""name"": ""ground_beef"", ""grams"": 100}, {""name"": ""cheese"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""vegetable_oil"", ""grams"": 20}]",8,deep_fry,408.0,520,28.0
aloo_paratha,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""potato"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""coriander"", ""grams"": 10}, {""name"": ""cumin"", ""grams"": 3}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 15}]",8,fry,440.0,450,12.0
stuffed_clam,"[{""name"": ""bread"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""parmesan"", ""grams"": 10}, {""name"": ""lemon"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",8,bake,213.0,280,18.0
rassolnik,"[{""name"": ""pork"", ""grams"": 100}, {""name"": ""potato"", ""grams"": 80}, {""name"": ""carrot"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""celery"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",7,boil,459.0,320,22.0
pavese_agnolotti,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""ground_beef"", ""grams"": 80}, {""name"": ""parmesan"", ""grams"": 30}, {""name"": ""bread"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",9,boil,303.0,420,28.0
vinegret,"[{""name"": ""potato"", ""grams"": 80}, {""name"": ""carrot"", ""grams"": 60}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""cabbage"", ""grams"": 50}, {""name"": ""cucumber"", ""grams"": 40}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}]",7,no_cook,392.0,280,6.0
pyshka,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 15}]",7,deep_fry,332.0,520,12.0
helzel,"[{""name"": ""chicken"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""bread"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}]",7,fry,240.0,420,22.0
hallaca,"[{""name"": ""corn"", ""grams"": 150}, {""name"": ""beef"", ""grams"": 80}, {""name"": ""pork"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}]",7,steam,408.0,520,28.0
